Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-11-09 00:00:00-05:00,63.5,64.23999786376953,63.27000045776367,63.93000030517578,24929,0,0
2017-11-10 00:00:00-05:00,63.83000183105469,64.2699966430664,63.349998474121094,63.52000045776367,24446,0,0
2017-11-13 00:00:00-05:00,63.619998931884766,63.72999954223633,62.619998931884766,63.15999984741211,29816,0,0
2017-11-14 00:00:00-05:00,63.15999984741211,63.209999084472656,61.209999084472656,62.209999084472656,46259,0,0
2017-11-15 00:00:00-05:00,61.5,62.119998931884766,61.310001373291016,61.869998931884766,27356,0,0
2017-11-16 00:00:00-05:00,61.869998931884766,62.150001525878906,61.25,61.36000061035156,28684,0,0
2017-11-17 00:00:00-05:00,61.45000076293945,62.900001525878906,61.09000015258789,62.720001220703125,30936,0,0
2017-11-20 00:00:00-05:00,62.720001220703125,62.79999923706055,61.439998626708984,62.220001220703125,23428,0,0
2017-11-21 00:00:00-05:00,62.130001068115234,62.84000015258789,62.040000915527344,62.56999969482422,30389,0,0
2017-11-22 00:00:00-05:00,62.709999084472656,63.40999984741211,62.630001068115234,63.31999969482422,29926,0,0
2017-11-24 00:00:00-05:00,63.22999954223633,63.95000076293945,62.88999938964844,63.86000061035156,21047,0,0
2017-11-27 00:00:00-05:00,63.849998474121094,63.97999954223633,63.099998474121094,63.84000015258789,22019,0,0
2017-11-28 00:00:00-05:00,63.709999084472656,63.900001525878906,63.11000061035156,63.61000061035156,15235,0,0
2017-11-29 00:00:00-05:00,63.34000015258789,64.04000091552734,62.54999923706055,63.11000061035156,10166,0,0
2017-11-30 00:00:00-05:00,63.34000015258789,64.19999694824219,63.20000076293945,63.56999969482422,2034,0,0
2017-12-01 00:00:00-05:00,63.4900016784668,63.4900016784668,63.4900016784668,63.4900016784668,28073,0,0
2017-12-04 00:00:00-05:00,63.4900016784668,63.63999938964844,62.31999969482422,62.45000076293945,27437,0,0
2017-12-05 00:00:00-05:00,62.38999938964844,63.130001068115234,62.13999938964844,62.86000061035156,21380,0,0
2017-12-06 00:00:00-05:00,62.77000045776367,62.91999816894531,61.13999938964844,61.220001220703125,25263,0,0
2017-12-07 00:00:00-05:00,61.2400016784668,62.25,61.15999984741211,62.20000076293945,19281,0,0
2017-12-08 00:00:00-05:00,61.939998626708984,63.630001068115234,61.939998626708984,63.400001525878906,28508,0,0
2017-12-11 00:00:00-05:00,63.34000015258789,64.91999816894531,62.9900016784668,64.69000244140625,44515,0,0
2017-12-12 00:00:00-05:00,64.73999786376953,65.81999969482422,63.09000015258789,63.34000015258789,55976,0,0
2017-12-13 00:00:00-05:00,63.900001525878906,64.30999755859375,62.36000061035156,62.439998626708984,34080,0,0
2017-12-14 00:00:00-05:00,62.84000015258789,63.5,62.02000045776367,63.310001373291016,29866,0,0
2017-12-15 00:00:00-05:00,63.41999816894531,63.66999816894531,63.08000183105469,63.22999954223633,21478,0,0
2017-12-18 00:00:00-05:00,63.31999969482422,63.90999984741211,63.0,63.40999984741211,20560,0,0
2017-12-19 00:00:00-05:00,63.439998626708984,63.90999984741211,63.29999923706055,63.79999923706055,22157,0,0
2017-12-20 00:00:00-05:00,63.849998474121094,64.5999984741211,63.68000030517578,64.55999755859375,26006,0,0
2017-12-21 00:00:00-05:00,64.4800033569336,64.91999816894531,64.19000244140625,64.9000015258789,17911,0,0
2017-12-22 00:00:00-05:00,64.5999984741211,65.27999877929688,64.38999938964844,65.25,14337,0,0
2017-12-26 00:00:00-05:00,65.06999969482422,67.08000183105469,65.01000213623047,67.0199966430664,9850,0,0
2017-12-27 00:00:00-05:00,66.72000122070312,66.94000244140625,66.05000305175781,66.44000244140625,11890,0,0
2017-12-28 00:00:00-05:00,66.41999816894531,66.77999877929688,66.29000091552734,66.72000122070312,2057,0,0
2017-12-29 00:00:00-05:00,66.5999984741211,66.5999984741211,66.5999984741211,66.5999984741211,12234,0,0
2018-01-02 00:00:00-05:00,66.41999816894531,67.27999877929688,66.2300033569336,66.56999969482422,24294,0,0
2018-01-03 00:00:00-05:00,66.48999786376953,68.01000213623047,66.4000015258789,67.83999633789062,25878,0,0
2018-01-04 00:00:00-05:00,68.0,68.26000213623047,67.52999877929688,68.06999969482422,22840,0,0
2018-01-05 00:00:00-05:00,68.05999755859375,68.08999633789062,67.2699966430664,67.62000274658203,18290,0,0
2018-01-08 00:00:00-05:00,67.81999969482422,67.9800033569336,67.44999694824219,67.77999877929688,17704,0,0
2018-01-09 00:00:00-05:00,67.93000030517578,69.19999694824219,67.69000244140625,68.81999969482422,25548,0,0
2018-01-10 00:00:00-05:00,69.16999816894531,69.36000061035156,68.75,69.19999694824219,21538,0,0
2018-01-11 00:00:00-05:00,69.08000183105469,70.02999877929688,69.0,69.26000213623047,33268,0,0
2018-01-12 00:00:00-05:00,69.12999725341797,69.91999816894531,68.61000061035156,69.87000274658203,23032,0,0
2018-01-16 00:00:00-05:00,69.91000366210938,70.37000274658203,68.83999633789062,69.1500015258789,33284,0,0
2018-01-17 00:00:00-05:00,69.38999938964844,69.58999633789062,68.54000091552734,69.37999725341797,20500,0,0
2018-01-18 00:00:00-05:00,69.43000030517578,69.66000366210938,68.80000305175781,69.30999755859375,20117,0,0
2018-01-19 00:00:00-05:00,69.13999938964844,69.1500015258789,68.2699966430664,68.61000061035156,22077,0,0
2018-01-22 00:00:00-05:00,68.77999877929688,69.51000213623047,68.38999938964844,69.02999877929688,23250,0,0
2018-01-23 00:00:00-05:00,69.25,70.23999786376953,69.12000274658203,69.95999908447266,23749,0,0
2018-01-24 00:00:00-05:00,69.87999725341797,70.91000366210938,69.54000091552734,70.52999877929688,23732,0,0
2018-01-25 00:00:00-05:00,70.70999908447266,71.26000213623047,69.97000122070312,70.41999816894531,24111,0,0
2018-01-26 00:00:00-05:00,70.0999984741211,70.83000183105469,69.83999633789062,70.5199966430664,30361,0,0
2018-01-29 00:00:00-05:00,70.5199966430664,70.63999938964844,69.08000183105469,69.45999908447266,17623,0,0
2018-01-30 00:00:00-05:00,69.5199966430664,69.5199966430664,68.41999816894531,69.0199966430664,12571,0,0
2018-01-31 00:00:00-05:00,68.37999725341797,69.06999969482422,68.30000305175781,69.05000305175781,1494,0,0
2018-02-01 00:00:00-05:00,69.08000183105469,69.08000183105469,69.08000183105469,69.08000183105469,29317,0,0
2018-02-02 00:00:00-05:00,69.75,70.01000213623047,67.95999908447266,68.58000183105469,27547,0,0
2018-02-05 00:00:00-05:00,68.19999694824219,68.45999908447266,67.0,67.62000274658203,32399,0,0
2018-02-06 00:00:00-05:00,66.98999786376953,67.58999633789062,66.55000305175781,66.86000061035156,32169,0,0
2018-02-07 00:00:00-05:00,67.2300033569336,67.72000122070312,65.16000366210938,65.51000213623047,56412,0,0
2018-02-08 00:00:00-05:00,65.44000244140625,65.58999633789062,64.11000061035156,64.80999755859375,37936,0,0
2018-02-09 00:00:00-05:00,64.37999725341797,64.62999725341797,61.77000045776367,62.790000915527344,34853,0,0
2018-02-12 00:00:00-05:00,62.63999938964844,64.41000366210938,62.560001373291016,62.59000015258789,33192,0,0
2018-02-13 00:00:00-05:00,62.7400016784668,63.099998474121094,61.7599983215332,62.720001220703125,38693,0,0
2018-02-14 00:00:00-05:00,62.470001220703125,64.55999755859375,61.959999084472656,64.36000061035156,40865,0,0
2018-02-15 00:00:00-05:00,64.31999969482422,65.0999984741211,63.119998931884766,64.33000183105469,36176,0,0
2018-02-16 00:00:00-05:00,64.41000366210938,65.19999694824219,64.19000244140625,64.83999633789062,27034,0,0
2018-02-20 00:00:00-05:00,64.86000061035156,65.83000183105469,64.77999877929688,65.25,34029,0,0
2018-02-21 00:00:00-05:00,65.11000061035156,65.52999877929688,64.4000015258789,65.41999816894531,26015,0,0
2018-02-22 00:00:00-05:00,65.01000213623047,66.55000305175781,64.63999938964844,66.38999938964844,29052,0,0
2018-02-23 00:00:00-05:00,66.25,67.37000274658203,65.80000305175781,67.30999755859375,20948,0,0
2018-02-26 00:00:00-05:00,67.30000305175781,67.9000015258789,66.73999786376953,67.5,20385,0,0
2018-02-27 00:00:00-05:00,67.55999755859375,67.62999725341797,66.37000274658203,66.62999725341797,9005,0,0
2018-02-28 00:00:00-05:00,66.33000183105469,66.87999725341797,65.54000091552734,65.77999877929688,1241,0,0
2018-03-01 00:00:00-05:00,65.70999908447266,65.70999908447266,65.70999908447266,65.70999908447266,44819,0,0
2018-03-02 00:00:00-05:00,64.23999786376953,64.68000030517578,63.20000076293945,64.37000274658203,39587,0,0
2018-03-05 00:00:00-05:00,64.69000244140625,65.87000274658203,64.0999984741211,65.54000091552734,31209,0,0
2018-03-06 00:00:00-05:00,65.58999633789062,66.1500015258789,65.30999755859375,65.79000091552734,24251,0,0
2018-03-07 00:00:00-05:00,65.43000030517578,65.77999877929688,63.84000015258789,64.33999633789062,36313,0,0
2018-03-08 00:00:00-05:00,64.55000305175781,64.55000305175781,63.43000030517578,63.61000061035156,44008,0,0
2018-03-09 00:00:00-05:00,63.849998474121094,65.62000274658203,63.70000076293945,65.48999786376953,33619,0,0
2018-03-12 00:00:00-04:00,65.54000091552734,65.83000183105469,64.18000030517578,64.94999694824219,19165,0,0
2018-03-13 00:00:00-04:00,64.91999816894531,65.66000366210938,64.04000091552734,64.63999938964844,34247,0,0
